sentence,label
Dann kann die App vielleicht bestimmte Muster erkennen.,1
Zum Fahrplanwechsel wird die Trasse wieder freigegeben.,1
Wie kann man einen Hörsturz erkennen?,1
Die Mitarbeiter dort stammen auch aus dem Ausland.,0
Die Rassen stehen im Landes-Hunde-Gesetz .,1
Im Land Brandenburg haben sich etwa 57 Prozent der Bevölkerung zweimal impfen lassen.,0
Zu den Ursachen einer chronischen Bronchitis gehören zum Beispiel: Rauchen Schadstoffe in der Luft Infektionen der Atemwege Veranlagung bestimmte Vorerkrankungen Rauchen Rauchen ist die häufigste Ursache einer chronischen Bronchitis.,1
────────────────── Einige Infos in diesem leichten Text kommen aus diesem „schweren“ Text .,1
Denn sollen neue Brücken geplant werden.,0
Im Alter wird das Längsgewölbe des Fußes zu einem gewissen Grad abgemindert.,0
Früher befand sich auf dem Standort des Kleisthauses ein anderes Haus.,0
"Das schwere Wort dafür ist: ""öffentlich bestellt oder beeidigt"".",1
Die Abkürzung Telc steht für: The European Language Certificates Das ist Englisch und bedeutet: Europäische Sprach-Zertifikate Zertifikat bedeutet: Ein Zeugnis für eine europäische Sprache.,1
Häufig ist ein Gallenstein die Ursache für eine Gallenblasenentzündung.,1
"Was ist, wenn mein Partner oder meine Partnerin nicht beim Vorsprechen dabei sein kann?",1
Seit heutigerem Datum setzen die Lokomotivfahrer der Deutschen Bahn ihre Streikaktivitäten fort.,0
Ärzte gehen von einer Autoimmunreaktion aus.,1
Darin gibt es Gutscheine: • Von 1 Euro • bis 5 Euro.,1
Dann erhalten Sie unverzüglich eine einfache Information über den Verlauf der Angelegenheit.,0
"(Ich habe den Satz in einen Nominalstil umgewandelt, indem ich ""Was"" durch die Frageform ersetzt habe und ""kosten"" in ""kostet"" verändert habe.)",0
Hier können Sie diese Nachricht auch in einer anspruchsvolleren Form lesen: Das insolvente private Schienenverkehrsunternehmen Abellio plant möglicherweise bereits ab Oktober die Einstellung seiner Tätigkeit im Land Sachsen-Anhalt.,0
Hier können Sie diese Nachricht auch in schwerer Sprache lesen Kultur Das Naturkundemuseum Leipzig widmet sich 2022 dem Schaffen des Tierpräparators Herman H.,1
Aber in den Krankenhäusern müssen viele Menschen wegen dem Corona-Virus behandelt werden.,1
Diese Hormonproduktion wird dann nicht mehr vom Gehirn aus gesteuert.,1
Dann macht der Arzt eine körperliche Entgiftung mit dem Patienten.,1
Dort können die Besucher den Graubrust-Sittich beobachten.,0
Der Sperr-Kreis in Dresden erstreckte sich über ein Gebiet von etwa einem Kilometer Umfang.,0
Eine distale Radiusfraktur kann gut behandelt werden.,1
"Sie erinnern sich auch an weitere Arzneimittel, die außerhalb von Ibuprofen eingenommen werden?",0
Weil das Publikum nur rudimentär informiert ist über die Leistungen dieser Ärzte.,0
Vergrößerte Hämorriden sind kein seltenes Problem.,1
Für den Bau werden jetzt 37 Millionen Euro gebraucht.,1
Drucken Sie bitte nach dem Ausfüllen die Erklärung aus.,1
Achtung: Manche Stoffe im Ingwer können Wehen auslösen.,1
"Wenn Sie nicht persönlich anwesend sein können, bietet sich die Möglichkeit, dass ein anderes Mitglied Ihres Teams in Ihrem Auftrag zu uns kommt.",0
Nicht alle Individuen mit Reizdarmsyndrom erleben dieselben Symptome.,0
"Das bedeutet: Ein Portraitfotografie, auf der Ihr Gesicht ein unauffälliges Aussehen hat.",0
Ein Mitarbeiter des Hotels war gegen die Idee.,0
Wichtig: Es gibt Ermäßigungen für die Zusatz-Kosten.,1
"Wenn das so bleibt, dann gibt es diese Regel: Es wird ausgelost , wer zu Bundeswehr gehen muss.",1
Das ist sehr wichtig: Durch das Husten werden nämlich die Krankheitserreger aus dem Körper herausgestoßen.,1
Das war nicht immer eine leichte Angelegenheit.,0
Die Kassen-Ärztliche Vereinigung hat gesagt: Es gibt genug Impf-Stoff .,1
Und Sie können auch besser durchschlafen.,1
Was sind die Ursachen von einem Hörsturz?,1
"Anna unterlässt heute den Ausflug, da sie erkrankt ist oder weil sie sich keine neue Kleidung mehr angeschaffen kann.",0
Oder die letzte bekannte Adresse.,1
Weil Sie eine neue Wohnanschrift haben.,0
Jetzt geht es um mehr.,1
Deshalb bekommt das Herz nicht mehr genug Blut.,1
Die Flohsamen-Schalen müssen nämlich aufquellen.,1
"Die Zeitschrift trägt den Titel ""Compact"".",0
Es gibt unterschiedliche Ursachen für eine Schleimbeutel-Entzündung: Überlastung des Schleimbeutels Verletzung des Schleimbeutels Erkrankungen des Gelenks Bakterien Die häufigste Ursache einer Schleimbeutel-Entzündung ist Überlastung.,1
"Wenn Unternehmen Kohlenstoffdioxid (CO2) emittieren, so sind sie dazu verpflichtet, eine Kompensationsleistung in Form von Abgaben zu erbringen.",0
Dadurch kommt es zu den Beschwerden.,1
Dort machen sie verschiedene Sachen in den Krankenhäusern.,1
Infolgedessen genießt sein Konsum eine extreme Verbreitung und findet in verschiedenen Bevölkerungskreisen auf regelmäßiger Basis statt.,0
Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR KULTUR - Das Radio | 08.,1
Dann tragen Sie eine winddichte Gesichtsmaske Ziehen Sie passende Schuhe an.,1
Früher war er Anwalt.,1
"Ausweisen bedeutet, dass Sie sagen: Ja, das bin ich!",1
Er hat ausgesprochen: Die Schüler sollten während des Unterrichts keine Demonstrationen durchführen.,0
Das Landes-Kriminal-Amt muss immer mehr ermitteln Im Bundes-Land Sachsen-Anhalt gibt es das Landes-Kriminal-Amt .,1
"Wir fördern die Beratung und Unterstützung von Wohnen, Freizeit und Kunst. Treffpunkt Leichte Sprache fordert Ihre Spende, Hilfe und Teilnahme! Kontakt Inhalt Impressum Schriftgröße: Fördern - Helfen - Mitmachen!",0
Danach greift die Karies das Zahnbein und das Zahnmark an.,1
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Gil Ofarim hat einen Mitarbeiter vom Hotel Westin angezeigt Hauptinhalt Stand: 14.,1
In der Ausstellungsgalerie kann man die Aufnahmen betrachten.,0
"Vorsprache für Vermieter von geförderten Wohnungen: Wenn Sie Fragen zum Vermieten haben, sprechen Sie uns bitte an!",1
"Die Regierung bietet ein Bildungs-Paket an, in dem Kindern aus sozialen Schwachstellen eine Vergütung für Freizeitprogramme wie zum Beispiel den Sportverein bereitstellt.",0
"Mit Ablauf des Jahres 2025 und dem nahen Stundpunkt von 16:00 Uhr naht der Weihnachtsabend, bei dem die traditionelle Feier zu Silvester stattfindet.",0
Was sind die Ursachen einer Arthrose?,1
"Wir kooperieren mit Festivals und Kulturinstitutionen, um eine umfassendere Inklusion zu verwirklichen.",0
Dieser Grad sagt: Wie stark Ihre gesundheitlichen Probleme sind.,1
Eine Entzündung kann die Wandstärke von Arterien reduziert haben.,0
Der MDR Thüringen informiert auch über diese Angelegenheit in einer erweiterten Form: MDR Thüringen - Das Radio | Die Zusammenfassung des Tages | 04.,0
Der ehemalige Bundestrainer Friedhelm Julius Becher ist Präsident des Deutschen Behindertensports-Verbands.,0
Ein kleiner Tumor kann meist besser behandelt werden.,1
Außerdem führt die Polizei Ermittlungen wegen einer Beleidigung durch.,0
"Und Beglaubigungen von Unterschriften kosten 1,70 Euro .",1
Aber manchmal kann eine Bronchitis auch gefährlich werden: Ihre Beschwerden werden auch nach mehreren Tagen nicht besser?,1
Die Musik macht „Gas“ mit dem Computer.,1
In Tee-Präparaten zur Hustenerleichterung sind spezielle Arzneipflanzen aufgeführt.,0
Ihr Arzt übermittelt Ihnen alle relevanten Auskünfte.,0
Wichtig: Die alten Ausweise bleiben weiter gültig.,1
Dazu gehören beispielsweise die Lymphknoten im Hüftbereich.,0
Am Sonntag gibt es dann einen großen Fest-Umzug .,1
"Die Frage nach dem Nutzen kieferorthopädischer Behandlung erfordert eine umfassende Untersuchung. Holger Fröhlichs Aufruf, den Nutzen solcher Therapien zu erkunden, ist umso berechtigt, da die Wirkungsweise einer Zahn-Spange bisher nicht ausreichend untersucht wurde.",0
Die Bundes·Wehr will die Vorteile von Computern nutzen.,1
Dann husten oder niesen Sie in ein Taschentuch.,1
Am 26. des Jahres 2021 hat die Explanations-Statement zum Thema Corona-Schutzmaßnahmen vorgelegen.,0
In das Kontakt-Formular können Sie Ihre Nachricht an uns schreiben.,1
So entsteht Zahnbelag durch den Verzehr von Süßigkeiten und dem Fehlen einer regelmäßigen Mundhygiene.,0
Jetzt wird der Stadt Leipzig ein bedeutendes Monument errichtet.,0
"Die neue Regel gibt es für diese Kranken-Häuser: • Das Kranken-Haus in der Stadt Blankenburg, • das Kranken-Haus in der Stadt Quedlinburg • und das Kranken-Haus in der Stadt Wernigerode.",1
Tabletten können unterschiedlich groß sein.,1
Auch für die jungen Menschen.,1
"Ein Beamter hat möglicherweise gegen seine Pflichten verstoßen, indem er geheime Informationen preisgegeben hat.",0
Die Abkürzung PECH fasst die Sofortmaßnahmen nach Muskel- und Gelenkverletzungen zusammen © W&B Nach einer Verletzung muss der Muskel geschont werden.,1
Zum Beispiel: Ihren Einkommens-Steuer-Bescheid .,1
"MDR.DE Dienstleistung Barrierefreiheit Nachrichten in leichter Sprache Neuer Abschnitt Mitteldeutschland Vielen Menschen gefällt nicht mehr, sich gegen Covid-19-Impfungen zu impfen. Hauptinhalt 22.",0
Mit Lehrerinnen und Lehrern.,1
"Denken Sie daran: Wenn Sie im Internet etwas schreiben, können das immer auch andere Leute lesen.",1
Aber er ist an der Verletzung gestorben.,1
Oft sind die Rechtsvorschriften in den Bundesländern sehr heterogen.,0
Die Liste finden Sie unter der Überschrift: Welche Papiere brauche ich dafür?,1
"Ulrike Möhle Prüfen Sie immer wieder: Atmet die betroffene Person noch? -> Ulrike Möhle Überprüfen Sie regelmäßig, ob die Betroffene noch atmet.",0
Oder die MZEB dürfen gar keine Menschen behandeln.,1
Lisa Maria Baier zählt 33 Jahre zu ihrem Alter.,0
Der Journalist soll beim Erklären helfen.,1
Häufig tritt ein klopfender Schmerz auf.,1
Auch das will Jürgen Dusel.,1
Deshalb ist eventuell ein geringerer Todenzahl von Wild-Katzen im Winter zu verzeichnen.,0
Sind Sie interessiert an einer ausführlichen Informationen über das Contraceptive device?,0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich SACHSEN In Sachsen gibt es keine Sperr-Zonen wegen der Schweine-Pest mehr Hauptinhalt 28.,1
"Wenn Sie alle Papiere bei uns vorgelegt haben oder per E-Mail an uns weitergeleitet haben, werden wir Ihre Papiere überprüfen.",0
Neue Wähler bedeuten Änderungen.,1
"Es gibt zwei mögliche Wege, eine solche Lösung zu erreichen.",0
2025 13:18 Uhr 01:28 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK In der Stadt Dresden gibt es jetzt das Projekt : Kosmos.,1
"Jetzt wird eine Kontroverse zwischen dem Freistaat Sachsen und dem Volkswagen-Konzern ausgetragen, während Michael Kretschmer das Amt des Ministerpräsidenten des Freistaates Sachsen innehat.",0
In Deutschland kann ein Mann einen Mann heiraten. Ein Mann kann in Deutschland eine gleichgeschlechtliche Ehe eingehen.,0
Achtung: Manchmal sind Fremdkörper in der Wunde.,1
Und sie be-antworten die Fragen von den Besuchern dazu.,1
Am Samstag war dort eine Aufführung .,1
Dann hat ihr Arzt schnell alle Daten auf einen Blick.,1
Sie möchten Teufelskralle gegen Arthrose-Beschwerden nehmen?,1
Was sind Beziehungen zwischen verschiedenen Elementen oder Faktoren im Sinne einer wechselseitigen Beeinflussung?,0
Ärzte bezeichnen dies als Long-Covid.,0
Aber bei Opel müssen ein bedeutenderer Anteil von Elektrofahrzeugen produziert werden.,0
Die Menschen sollen regelmäßig einen Corona-Test machen.,1
In dem Haus ist eine Wohnung frei.,1
Es entwickelt sich dabei durch bakterielle Fermentation.,0
Informieren Sie sich über die Schulungen bei Ihrer Krankenkasse oder bei Ihrem Arzt.,1
Die Kunden möchten das Produkt erwerben.,0
Die Bau-Arbeiten setzen am 24. in Gang.,0
Diesen Test können Sie hier finden.,0
Eine weitere Beeinträchtigung in einem Ausmaß von 40.,0
Der Verhütungsring ist ein flexibler Kunststoffzylinder.,0
Das gilt für: Arbeitnehmer und Arbeitnehmer-innen Beamte und Beamtinnen Rentner und Rentner-innen.,1
"Wenn Sie ein Fahrzeug nach Köln umschreiben möchten, müssen Sie uns diese Papiere vorlegen: die Zulassungsbearichtigung Teil 1 und die ausgestellte Teilkopie. Wenn Sie ein Fahrzeug kaufen, erhalten Sie dann die ausgefüllte Zulassungs-Bescheinigung Teil 2.",0
Das Landes-Kriminal-Amt ermittelt gegen einige Menschen Jetzt ermittelt das Landes-Kriminal-Amt gegen 6 Menschen: • 5 Männer • und 1 Frau.,1
Benutzen Sie dafür das Kontakt-Formular .,1
"Um eine Geburtsurkunde zu erhalten, können Sie bitte das Standesamt aufsuchen und einen Antrag stellen.",0
Und Ihre Gynäkologin führt den Check-up durch.,0
In welchen gesetzlichen Bestimmungen finden sich die Regelungen über den Elternbeitrag.,0
Die Kontraceptive haben kein Östrogen.,0
Dabei haben sie bemerkt: Es war nur eine Spielzeug-Pistole.,1
Zum Beispiel: • für Essen • und Kleidung .,1
Fassen Sie sich vor dem Händewaschen nicht ins Gesicht.,1
Die Person bewegt das Handgelenk oder den Unterarm?,1
"Wir informieren Sie umgehend, falls bei Ihrer Antragstellung Schwierigkeiten auftreten.",0
Nach etwa 2 Monaten sind die meisten Menschen wieder gesund.,1
Die hohen Sozialausgaben stellen für weitere deutsche Länder im mittleren Raum ein erhebliches Hindernis dar.,0
Ein Rettungs-Hund kann genauso freigelassen werden.,0
"Hier können Sie diese Nachricht auch in schwächerer Sprache lesen, das sind Doppelgeimpfte und Koronainfizierte – die Zahl der Betroffenen wächst kontinuierlich.",0
Dann setzt sich die Entzündung spontan zurück.,0
Deshalb macht die Kunst-Gruppe immer wieder Ausstellungen.,1
Zum Beispiel: Musik-Lehrer oder Sport-Lehrer.,1
Auch der Verkehrs-Verbund Oberelbe und Politiker von den Parteien: • Die Grünen • und Die Linke sind gegen die Fahrplan-Änderung.,1
Anna unterrichtet Flüchtlinge im Schwimmen.,0
Wickeln Sie nach dem Kühlen vorsichtig einen Verband um die Verbrennung.,1
"Die Adressen können im Abschnitt ""Weitere Informationen"" aufgeführt werden.",0
Die Krebzzellennachkommen versterben und die Geschwulst reduziert sich.,0
"Zum Beispiel, wo ich residieren.",0
Und er hat Menschen aus dem Land China verraten.,1
Wir haben ein Beratungs-Telefon für: Menschen mit Behinderung Senioren und Seniorinnen Die Telefon-Nummer vom Beratungs-Telefon ist: 0221 / 22 12 74 00 Zu welchen Themen kann ich Fragen stellen?,1
Dazu gibt es eine Anleitung.,1
Und viele Spezialisten aus der Touristik-Branche pendeln zu anderen Standorten.,0
Die beiden Individuen setzen sich zusammen.,0
Und Menschen mit Behinderung erhalten die erforderliche Förderung.,0
"2021, 14:50 Uhr, 02:29 min, Link des Audios: Rechte - Mitteldeutscher Rundfunk. In der Nacht vom Samstag zum Sonntag wurden mehrere Personen in der Stadt verantwortlich tätig und haben diverse Gegenstände beschädigt.",0
Und wer Ihnen helfen soll.,1
Der Ministerpräsident des Freistaates Sachsen ist Michael Kretschmer.,0
Dann sollen Sie die Blutung stillen und beruhigen Sie die betroffene Person.,0
Rezeptoren sind Bindungsmoleküle auf spezifischen Zellmembranen.,0
Frühe Anzeichen für Parkinson sind zum Beispiel: ein schlechterer Geruchssinn.,1
Was sind die Kosten der Beratung?,0
Das Fest heißt: Leipziger Opernball.,1
Das erleben sie auf ITS.,1
"Und die Schüler fordern die politischen Führer in Europa auf, sich zu Wortmeldungen über den Klimaschutz zu vernehmen.",0
Der gebürtige Dresdner war von 1990 bis 2001 als Intendant in Leipzig.,1
Wir führen bei der Registrierung Ihrer ins Ausland abgeschlossenen Ehe ein Ehe-Register.,0
Ärzte können eine chronisch obstruktive Lungenerkrankung (COPD) behandeln.,0
Sie können das Formular auf dem Computer ausfüllen.,0
Anna beginnt das Erziehungsalter ein Jahr vor dem Schulbeginn ihres Kindes.,0
Sie bekommen vorher einen Brief von uns .,1
Der Führerschein gilt in ganzer Europäische Union.,0
Aber die Porzellan-Manufaktur Meissen sagt: Die Schwerter gehören uns.,1
"Die Thüringer Landesregierung beabsichtigt, einen Antrag auf Eintragung von Schlössern, Parks und Theatern in die UNESCO-Welterbeliste auszuarbeiten.",0
Aber die Deutsche Funkturm GmbH plant eine Änderung dieser Politik.,0
Achtung: Auch manche Krankheiten wie Malaria oder Cholera können Durchfall verursachen.,1
Stehen Sie gelegentlich auf und bewegen Sie ihre Gliedmaßen.,0
"Wenn Sie für einen anderen Menschen Unterhalt zahlen müssen, werden in der Regel bis zu 4.000 Euro oder maximal 8.000 Euro als Sonderausgaben aus steuerlicher Sichtweise abgesetzt.",0
Er hat gesagt: Viele Menschen haben zu viele Schulden.,1
"Es gibt diverse Gründe für eine Entzündung der Synovialhaut: Überforderung der Synovialhaut, Verletzung der Synovialhaut, Gelenkerkrankungen und bakterielle Infektionen. Die häufigste Ursache einer Synovialhaut-Entzündung ist jedoch die Überforderung.",0
Welt-Krieg und auch noch danach haben in dem Haus Flüchtlinge gewohnt.,1
Das Gelenk wirkt danach erheblich größer als in seiner normalen Ausformung.,0
Der Helfer zieht das Unterlid nach unten.,1
Zum Beispiel: Was Gewalt in den sozialen Medien ist.,1
Warum die Ursachen des Unfalls noch unbekannt sind: Die genaue Erklärung ist noch nicht bekanntgegeben.,0
Die Person macht fÃ¼r Sie einen Vertrag.,1
Manche Personen haben ein Stechen in der Stirn und in den Schläfen.,1
"Bevor Sie zu uns kommen, machen Sie bitte einen Termin .",1
So wird die ansteckende Krankheit nicht an andere Personen übertragen.,1
Dadurch wird das Gewebe geschädigt.,0
Das bedeutet: Wenn Sie vor Ihrer Reise noch ausreichend Zeit disponieren.,0
Aber manchmal verändert sich dieses Verhältnis.,1
"Die Menschen sollen mitreden, was in ihrer Stadt passiert.",1
"Sonst würden die Werkstätten sorgfältig überprüfen, welche Fachkräfte sie beschäftigen.",0
Dafür haben die Parteien auch schon einen Plan gemacht.,1
Ihre Krankenversicherung erstattet möglicherweise einen Teil der Aufwendungen für eine spezielle Zahnprophylaxe.,0
Deshalb haben sich viele Menschen am Donnerstag auf einem öffentlichen Platz in Aschersleben versammelt.,0
Dann erzielt die gesamte Anstrengung keinen Erfolg.,0
"Das bedeutet, dass der junge Mann unmöglich in der Lage war, jemanden zu ermorden.",0
"Die Patienten sollten sich ferner einer Selbsthilfegruppe angeschlossen haben, um von Fachärzten und Spezialisten wie Sucht-Ambulanzen und -Beratungsstellen unterstützt zu werden.",0
Der Arzt untersucht Ihre Beschwerden und gibt Ihnen alle wichtigen Informationen.,1
So können Sie Menschen mit Behinderung helfen: Sie können Geld spenden - bei uns kommt jeder Euro an.,1
"Ein Hausmeister ist verantwortlich dafür, jeden Morgen zu überprüfen, ob auf dem Petersberg erhebliche Abfälle auftreten.",0
Und die Ängstlichkeit beharrt sich lange.,0
Wie wirkt Baldrian? Wirkungen von Baldrian sind insbesondere bei Schlaf- und Stress-Belastungen bekannt. Es wird oft als Naturmittel zur Belebung des Schlaf-Wach-Rhythmus eingesetzt.,0
Dann lösen sich vielleicht die roten Blutkörperchen auf.,1
Im Frühling vom Jahr 2024 wurde sie im Eibenstocker Forst frei-gelassen.,1
Sie dürfen sich ausschließlich in Begleitung von höchstens zwei Personen aus einem anderen Haushalt zusammenfinden.,0
Ein Blutgerinnsel durch so eine Plaque-Ruptur ist die häufigste Ursache für einen Herzinfarkt.,1
"Oder sind Sie nicht sicher, ob Ihr Kind Deutsch werden kann?",1
Warum die Straße gesperrt wird Die Straße wird gesperrt: Weil besondere Boden-Untersuchungen gemacht werden sollen.,1
"Wenn alles klappt, laden wir Sie zu weiteren Gesprächen ein.",1
"Das bedeutet, dass sein Ruhm möglicherweise genützt wurde, um seine Vorteile zu nutzen.",0
"Sachsen-Anhalt's vaccination centers are poised to close with an overwhelmingly positive balance sheet, mere hours before their scheduled shutdown.",0
Dort kann sie eine Bauchfell-Entzündung verursachen.,1
• Wir beschaffen das Material.,1
In der Verhütungspille sind synthetische Geschlechtshormone enthalten.,0
Lebensmittel-Vergiftung Es gibt typische Beschwerden bei einer Lebensmittel-Vergiftung.,1
Das Sternchen bezeichnet das als irrelevant für deine Tätigkeit bei unserem Unternehmen.,0
Eine Phobie ist eine psychische Erkrankung.,1
FC Magdeburg hat das Spiel erfolgreich abgeschlossen.,0
Eine Divertikulitis ist eine entzündliche Erkrankung der Dickdarm- oder Colondivertikel.,0
Der Autofahrer ist auf der Autobahn A4 von Dresden nach Görlitz gefahren.,1
Was kostet die Erklärung von Pflichten?,0
Unangenehme Geräusche können störend sein.,0
Wann sie tätig sind.,0
"Das sind rund 1,5 Millionen Euro mehr als in den ursprünglichen Schätzungen vorgesehen.",0
Sie helfen bei verschiedenen Schmerzen wie zum Beispiel: Kopfschmerzen Erkältung Fieber Manche Schmerzmittel können Sie ohne Rezept in der Apotheke kaufen.,1
Bakterien- oder Virenbelastungen im Essen führen zu einer Lebensmittel-Infektion.,0
Heilpflanzen können sich als effektives Hilfsmittel bei der Bekämpfung vieler Gesundheitsbeschwerden erweisen.,0
Achtung: Die Konsumtion von Alkohol kann den Wirkungsmechanismus von Tilidin verstärken.,0
Zu Läusen sagt man auch Parasiten.,0
Es besteht ein Express-Pass zur Verfügung.,0
Zum Beispiel: • Wenn die Menschen zu Kultur-Veranstaltungen gehen.,1
"September 2021, 14:03 Uhr Am Mittwoch ereignete sich in der Stadt Großröhrsdorf eine schwere Gewalttat.",0
"Menschen, die nicht so gut lesen können.",1
"An der öffentlichen Schlüssel-Infrastruktur (PKI), die zur Verfügung steht.",0
Die Betroffenen erfuhren starke Schmerzzustände im Bereich der Hüfte.,0
Dann kann Ihnen vielleicht die Teilnahme an einer Selbsthilfe-Gruppe helfen.,1
Und Funktionskleidung trocknet rasch.,0
"Das Geld reicht nicht aus, um ein würdiges Dasein zu führen.",0
"Mehr Informationen zum Kinder-Bildungs-Gesetz können auf den Internetseiten des Ministeriums für Familie, Kinder, Jugend, Kultur und Sport des Landes Nordrhein-Westfalen abgerufen werden.",0
"Was mache ich, wenn ich den Personal-Ausweis verloren habe oder jemand ihn gestohlen hat?",1
Das Deutsch-Zertifikat muss von einem Telc-Träger sein.,1
Sie sind schuld daran: Dass es bei den Demos immer mehr Hass und Gewalt gibt.,1
"Die Magenschleimhaut-Entzündung ist chronisch, was bedeutet, dass sie langsam verlauffen kann und wiederkehren könnte.",0
Opioide setzen spezifische Rezeptorsysteme im Organismus in Bewegung.,0
Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR SACHSEN - Das Sachsenradio | Regionalnachrichten aus dem Studio Bautzen | 24.,1
Die Kameras waren im Tunnel Königshainer Berge.,1
"Die neuesten Informationen über dieses Thema werden auch in schwierigerem Stil auf dem MDR-Aktuell-Programm mit dem Titel ""MDR AKTUELL I 09"" behandelt.",0
Besenreiser an den Beinen sind insbesondere frequent.,0
"Neuer Abschnitt im Programm des Mitteldeutschen Rundfunk (MDR) Fernsehen wird am Mittwoch, den 29. Dezember, ausgestrahlt.",0
Fortgeschrittene Arthrose Die roten Pfeile zeigen die abgenutzten Stellen zwischen den zwei Knochen.,1
Was können Sie gegen eine Gallenblasenentzündung tun?,1
Dann können Beschwerden auftreten.,1
Bei Prostatakrebs entwickelt sich ein Geschwulst im Prostatagewebe.,0
Was kostet eine Geburtstitel?,0
Und die Zusammenkunft darf sich an einem einheitlichen Standort aufhalten.,0
Mitarbeitern und Mitarbeiterinnen aus der Verwaltung.,1
Die Ausstellung ist in den regulären Betriebszeiten von 10:00 Uhr bis 17:00 Uhr zugänglich.,0
Sie erhalten eine Verwarnung.,0
Die Person hat zum Beispiel Angst vor Spinnen oder vor dem Fliegen.,1
Dort müssen die Menschen die 2-G-Regel be-achten.,1
Viele Menschen denken: Mit dem Wahl-Plakat ist die Partei Die Grünen gemeint.,1
Bei der Wahl haben fünf Bewerber teilgenommen.,0
Der Patient hat ein Burn-out.,1
Zum Beispiel: Für Telefon und Internet .,1
Die Tabletten erlauben eine komfortable Einnahme.,0
"Anna hat Zuschüsse von anderen erhalten, darunter den Main-Taunus-Kreis und den Landeswohlfahrtsverband (LWV).",0
Hinweis: Antazida bekämpfen nur das Sodbrennen.,1
Die Anzeichen für eine Arthrose sind vielleicht erst schwach.,1
Der Hypophysen-Hormon-Achsen unterliegt der Regulation durch den Hypotalamus bei der Bildung von Hormonen.,0
"Das bedeutet: Eine repräsentative Stichprobe setzte sich lediglich aus Menschen zusammen, die in drei ostdeutschen Bundesländern ansässig waren.",0
Hier gibt es eine Übersicht.,0
Weil Sie intellektuell behindert sind.,0
"Denn ich vermeide es, dass am Opernball Auseinandersetzungen ausbrechen.",0
"Beim Prozess der Verbrennung wird die chemische Verbindung mit Sauerstoff und Luftreaktionen verarbeitet, wodurch Kohlenstoffdioxid, Wasser und Wärme freigesetzt werden.",0
Mögliche Auslöser von Asthma sind zum Beispiel Allergene .,1
"Wenn Sie in Deutschland geheiratet haben, bekommen Sie die Kopie aus dem Ehe-Register in der Stadt, wo Sie geheiratet haben.",1
"Die Gesetzesbestimmungen betreffend den schwerbehinderten Ausweis und das Anhängsel mit Worthaft-Zeichen sind in den Paragraphen 228 bis 237 des Sozialgesetzbuchs, Band 9, normiert.",0
Dann gerinnt es vielleicht schneller als normalerweise.,1
Und ich erlange Atemunruhe.,0
"Die Person hat die Souveränität, die Wohnstätte des Kindes zu bestimmen.",0
Das bedeutet dann: Das Bundes-Land muss strengere Corona-Regeln machen.,1
Den Probealarm setzt das Bundesarbeitsamt für Bevölkerungsschutz und Zivilschutz ein.,0
Venenschwäche Bei einer Venenschwäche dehnen sich die Venen.,1
Dort hat das SEK am Dienstag einen Einsatz wegen einem Mann mit einer Waffe gemacht.,1
Dort gibt es verschiedene Vorverkaufs-Stellen .,1
Sie können die Daten einfach auf das Smartphone oder den Computer senden Was sind die Nachteile?,1
"Wir reagieren bereits jetzt und bitten Sie, einen von unseren empfohlenen Browsern zu verwenden: Firefox, Microsoft Edge oder Google Chrome.",0
Hier können Sie diese Nachricht auch in schwerer Sprache lesen Sachsen lockert ab Freitag die Corona-Regeln.,1
Und er hat wahrscheinlich Waffen für die Terror-Gruppe besorgt.,1
"Deshalb könnte es sein, dass die Schülerzahl so stark angestiegen sei, dass die Schulen keine ausreichenden Ressourcen mehr für die Durchführung von Corona-Tests haben.",0
"Kopie aus dem Lebens-Partnerschafts-Register Kopie aus dem Lebens-Partnerschafts-Register Wenn Sie nicht in Köln geheiratet haben, dann müssen Sie auch eine Kopie aus dem Lebens-Partnerschafts-Register mitbringen.",1
"Und sie stimmen darin überein: Welche Maßnahmen jedes Land umsetzen muss, um dem Klimawandel entgegenzustehen.",0
Wie kann man eine Bindehaut-Entzündung erkennen?,1
Hier können Sie diese Nachricht auch in anspruchsvollerer Sprache lesen: Bislang sind Elch-Vorkommen hauptsächlich in der Oberlausitz verzeichnet worden.,0
Denn die Münze ist sehr selten .,1
"Gil Ofarim trug 2021 14:16 Uhr 02:36 min einen Halskettenschatz, der ein David-Symbol aufwies, als Repräsentant des Mitteldeutschen Rundfunks.",0
"Mit der App wissen Sie immer, wann Ihre letzte Periode war.",1
Dann stellen Sie die betroffene Körperstelle ruhig.,1
"Anna entschließt sich heute nicht mitzukommen, da sie krank ist.",0
"Zum Beispiel sollten ACE-Hemmer und Diuretika als Beispiele für solche Medikamente genannt werden, die bei Bluthochdruck eingesetzt werden. Es wird erfragt, ob man ein bestimmtes Medikament einnimmt.",0
Dann sollten Sie Thymian nicht auf der Haut anwenden.,1
Dann fahren Sie direkt nach der Einnahme kein Auto.,1
Sprechen Sie deshalb immer erst mit Ihrem Arzt.,1
"Was bedeutet ""TAZ leicht""?",0
